Name,Positions,KeyPasses,Dribble,Dispossed,BadControl
Fredrik Jensen,",  AM(C),FW  ",1.1	,0.1	,1	,1	
Jean-Eudes Aholou,",  DMC  ",0.5	,0.7	,0.8	,1.1	
Matheus Cunha,",  AM(CL),FW  ",0.5	,0.5	,0.5	,0.8	
Dodô,",  D(R)  ",0.5	,0.3	,0.3	,0.7	
Aihen Muñoz,",  D(L)  ",0.4	,0.2	,0.8	,0.9	
Erik Palmer-Brown,",  D(C)  ",0.3	,0.2	,0.2	,0.3	
Álvaro Negredo,",  FW  ",0.4	,0.2	,0.6	,1.1	
Bafodé Diakité,",  D(CR)  ",0.2	,0.3	,0.4	,0.9	
Fabio Depaoli,",  D(R),DMC,M(LR)  ",0.7	,0.4	,0.8	,1.3	
Carlos Gruezo,",  DMC  ",0.5	,0.4	,0.2	,0.5	
Vladimír Coufal,",  D(R),M(R)  ",0.9	,-	,0.7	,0.9	
Marcos Senesi,",  D(C)  ",0.3	,0.1	,0.1	,0.8	
Charles Aránguiz,",  M(C)  ",0.3	,0.4	,0.2	,0.8	
Unai López,",  M(CR)  ",0.7	,0.3	,1	,1.1	
Bartosz Bereszynski,",  D(CLR),M(R)  ",0.1	,0.3	,0.4	,0.9	
Christopher Antwi-Adjei,",  AM(CLR)  ",0.8	,0.2	,1.2	,2.3	
Moussa Dembele,",  FW  ",0.1	,0.3	,0.8	,1.7	
Jørgen Strand Larsen,",  FW  ",0.4	,0.6	,1.1	,2.8	
Elseid Hysaj,",  D(LR),M(R)  ",0.3	,0.2	,0.2	,0.8	
Mickaël Alphonse,",  D(R)  ",0.5	,0.3	,0.7	,0.7	
Cyrille Bayala,",  AM(R)  ",0.2	,0.6	,1	,1.9	
Alfonso Espino,",  D(L)  ",0.6	,0.5	,0.6	,1.4	
Emil Forsberg,",  AM(CLR),FW  ",0.5	,0.5	,0.3	,0.8	
Ludovic Ajorque,",  FW  ",0.6	,0.2	,0.3	,1.1	
Jordan Zemura,",  D(L)  ",1.1	,0.5	,0.7	,1.5	
Stefan Mitrovic,",  D(C)  ",-	,-	,-	,0.1	
Thomas Mangani,",  M(C)  ",1.2	,0.1	,-	,0.2	
Lameck Banda,",  AM(L)  ",0.4	,1.3	,1.1	,2.1	
Bevic Moussiti-Oko,",  FW  ",0.3	,0.7	,0.7	,1.8	
Nadiem Amiri,",  M(CLR)  ",0.5	,0.6	,0.2	,0.3	
Jon Pacheco,",  D(C)  ",-	,0.1	,0.1	,0.1	
Kristian Thorstvedt,",  M(C)  ",0.5	,0.1	,0.5	,0.7	
Samuele Birindelli,",  M(R)  ",0.9	,0.4	,0.5	,1.2	
Tyrell Malacia,",  D(L)  ",-	,0.2	,0.3	,0.9	
Karim Adeyemi,",  AM(R),FW  ",0.7	,0.8	,0.8	,1.9	
Silvan Widmer,",  D(CR),M(R)  ",0.6	,0.2	,0.3	,1.2	
Andrea Consigli,",  GK  ",-	,-	,-	,0.1	
Nicola Zalewski,",  M(L)  ",0.4	,0.6	,0.2	,0.7	
Amine Salama,",  FW  ",0.3	,0.6	,0.8	,1.6	
Ivan Sunjic,",  DMC  ",0.3	,-	,0.4	,0.5	
Rafa Mir,",  FW  ",0.3	,-	,0.4	,1.2	
Darko Lazovic,",  M(CLR)  ",1	,0.3	,0.5	,1.1	
Joakim Maehle,",  D(LR),M(LR)  ",1.1	,0.2	,0.6	,1.6	
Gian Marco Ferrari,",  D(C)  ",0.1	,-	,0.1	,0.3	
Adrien Thomasson,",  M(CLR)  ",1.1	,0.6	,1.1	,1.4	
Rick Karsdorp,",  D(R),M(R)  ",0.6	,-	,0.3	,1.1	
Mitchell van Bergen,",  AM(LR),FW  ",0.8	,0.3	,0.4	,0.8	
Mateo Kovacic,",  M(CL)  ",0.7	,0.1	,0.5	,0.6	
Thomas Henry,",  FW  ",0.9	,0.2	,1.7	,3.3	
Cristiano Ronaldo,",  M(L),FW  ",0.6	,0.4	,0.3	,0.7	
Joaquín Correa,",  AM(CL),FW  ",0.3	,0.1	,0.8	,1.3	
Victor Chust,",  D(C)  ",0.1	,0.1	,0.1	,0.2	
Matheus Henrique,",  M(C)  ",0.9	,0.9	,0.3	,1	
Sanjin Prcic,",  M(C)  ",0.4	,0.3	,0.3	,0.5	
Rubén Vargas,",  AM(CLR),FW  ",0.5	,0.6	,0.5	,1.4	
Rodrigo Riquelme,",  AM(C)  ",0.5	,0.6	,0.7	,1.5	
Jérémy Le Douaron,",  AM(L),FW  ",0.1	,0.5	,1.1	,1.5	
Charles Pickel,",  M(C)  ",0.6	,-	,0.8	,0.6	
Nemanja Maksimovic,",  M(C)  ",0.3	,-	,0.3	,0.7	
Marlon Santos,",  D(C)  ",0.1	,-	,0.1	,0.2	
Sofyan Amrabat,",  DMC  ",0.5	,0.4	,0.8	,1	
Michail Antonio,",  D(R),M(CLR),FW  ",0.5	,0.6	,1.2	,1.6	
Miguel Veloso,",  M(C)  ",0.9	,0.2	,0.1	,0.4	
Gonçalo Guedes,",  AM(CLR),FW  ",0.8	,0.3	,0.6	,1.3	
Leandro Paredes,",  DMC  ",0.7	,0.1	,0.2	,0.1	
Thomas Delaine,",  D(L),M(LR)  ",0.4	,0.6	,0.1	,1.1	
Elvis Rexhbecaj,",  M(C)  ",0.3	,0.1	,0.5	,1.6	
Íñigo Eguaras,",  M(C)  ",0.5	,0.2	,0.1	,0.3	
Rodri,",  AM(LR)  ",0.3	,0.4	,0.9	,1.5	
Joseba Zaldua,",  D(R)  ",0.2	,0.3	,0.3	,0.7	
Lee Buchanan,",  D(L),M(L)  ",0.2	,-	,0.2	,0.6	
Sergi Gómez,",  D(CR)  ",0.1	,-	,-	,0.4	
Thilo Kehrer,",  D(CLR),M(R)  ",0.2	,0.2	,0.2	,0.8	
Alexis Claude-Maurice,",  AM(CL)  ",0.6	,0.4	,0.7	,0.7	
Fred,",  M(C)  ",0.8	,0.1	,0.5	,1	
Daniel-Kofi Kyereh,",  AM(CLR),FW  ",0.2	,0.2	,1.2	,1.9	
Josko Gvardiol,",  D(CL)  ",0.3	,0.6	,0.2	,0.2	
Nicolò Cambiaghi,",  Forward  ",0.2	,0.4	,0.4	,0.6	
Riccardo Saponara,",  AM(CL)  ",0.8	,0.6	,0.3	,0.5	
Gianluca Caprari,",  AM(CLR),FW  ",0.9	,0.5	,0.9	,2.3	
Philippe Coutinho,",  M(CLR)  ",0.5	,0.9	,0.8	,1.2	
Falaye Sacko,",  D(CR),M(R)  ",0.8	,0.4	,0.1	,1.1	
Jeison Murillo,",  D(C)  ",0.1	,0.1	,0.1	,0.6	
Alex Ferrari,",  D(CR)  ",0.3	,0.3	,0.3	,0.8	
Lucas Boyé,",  AM(L),FW  ",0.6	,1.4	,2.2	,4.3	
Tommaso Pobega,",  M(C)  ",0.3	,0.2	,0.3	,0.7	
Steve Cook,",  D(C)  ",0.3	,0.1	,0.2	,0.3	
Clément Vidal,",  D(C)  ",0.1	,-	,-	,0.3	
Enzo Tchato Mbiayi,",  D(R)  ",0.3	,0.3	,0.3	,0.7	
Grejohn Kyei,",  FW  ",0.2	,0.6	,1.4	,1.8	
Mathieu Coutadeur,",  M(C)  ",0.6	,0.3	,0.2	,0.8	
Ilia Gruev,",  DMC  ",0.4	,-	,0.3	,0.5	
Kevin Trapp,",  GK  ",-	,-	,-	,-	
Cristian Gamboa,",  D(R),M(R)  ",0.6	,0.2	,0.3	,0.6	
Nicolas Haas,",  M(C)  ",0.4	,0.1	,0.6	,1.2	
Mahdi Camara,",  D(CR),DMC  ",0.3	,0.1	,0.5	,1.1	
Romain Hamouma,",  M(CLR),FW  ",1	,0.9	,0.6	,2.3	
Mehdi Léris,",  M(CLR)  ",0.4	,0.6	,1.7	,2.5	
Isaac Success,",  AM(LR),FW  ",0.6	,0.4	,1.2	,2.6	
Leandro Barreiro,",  DMC  ",0.5	,0.2	,0.5	,1.1	
Juan Cruz,",  D(CL)  ",0.6	,0.4	,0.2	,0.8	
Largie Ramazani,",  FW  ",0.5	,1.1	,1	,1.9	
Martin Hongla,",  D(C),DMC  ",0.3	,0.9	,0.3	,0.4	
Aritz Elustondo,",  D(CR)  ",0.3	,0.1	,0.1	,0.3	
Lewis O'Brien,",  D(L),M(CL)  ",0.4	,0.5	,0.5	,0.9	
Stanley Nsoki,",  D(CL)  ",0.1	,0.4	,0.3	,0.4	
Raúl García,",  M(CLR),FW  ",0.2	,0.2	,0.2	,0.3	
Adam Armstrong,",  AM(CLR),FW  ",0.7	,0.5	,0.9	,1.1	
Jamie Vardy,",  AM(L),FW  ",0.4	,0.2	,0.5	,0.9	
Gauthier Gallon,",  GK  ",0.1	,-	,-	,-	
Jean-Paul Boëtius,",  AM(CL),FW  ",0.7	,0.2	,0.8	,1.4	
Arnaud Souquet,",  D(CR),M(R)  ",0.3	,0.2	,0.1	,0.5	
Remo Freuler,",  DMC  ",0.3	,0.3	,0.3	,0.4	
Kike García,",  FW  ",0.4	,0.3	,0.6	,1.5	
Pedro Bigas,",  D(CL)  ",-	,0.2	,0.2	,0.2	
Adama Soumaoro,",  D(CR)  ",0.1	,-	,-	,0.3	
Denis Huseinbasic,",  Midfielder  ",0.4	,-	,0.8	,1.3	
Mattia Caldara,",  D(C)  ",0.1	,0.2	,0.4	,0.3	
Fabio Miretti,",  AM(C)  ",0.8	,0.5	,0.9	,1.8	
Antonín Barak,",  AM(CR)  ",0.7	,0.7	,0.6	,1.5	
Tolgay Arslan,",  M(C)  ",0.2	,0.3	,0.5	,1.1	
Riad Nouri,",  Midfielder  ",1	,0.2	,0.6	,1.2	
Samú Costa,",  M(C)  ",0.5	,0.1	,0.5	,1	
Anthony Elanga,",  AM(LR)  ",0.5	,0.3	,0.5	,1.1	
Yasser Larouci,",  D(L)  ",0.7	,1	,1.6	,1.2	
Pierrick Capelle,",  D(L),M(CLR)  ",0.3	,0.3	,0.8	,0.5	
Dennis Appiah,",  D(CLR),M(R)  ",0.3	,0.4	,0.7	,0.8	
Giulio Maggiore,",  M(C)  ",0.3	,-	,0.3	,1.3	
Jacob Murphy,",  D(R),M(LR)  ",0.4	,-	,0.7	,0.3	
Habib Diarra,",  M(C)  ",-	,0.7	,0.9	,0.4	
Pablo Rosario,",  D(C),DMC  ",0.6	,0.3	,0.7	,0.7	
Hugo Mallo,",  D(CR),M(R)  ",0.4	,0.3	,0.3	,0.7	
Jeong Woo-Yeong,",  AM(CR),FW  ",0.3	,0.4	,0.2	,0.5	
Nedim Bajrami,",  AM(C)  ",0.9	,0.6	,0.9	,1.3	
Soualiho Meïté,",  M(C)  ",0.4	,0.6	,0.5	,0.9	
Lorenzo Colombo,",  FW  ",0.3	,0.2	,1.2	,1.8	
Marcos André,",  FW  ",0.3	,0.8	,0.4	,1.5	
Rui Patrício,",  GK  ",-	,-	,-	,0.1	
Riccardo Orsolini,",  M(CR),FW  ",0.6	,0.4	,0.8	,1.6	
Odilon Kossounou,",  D(CR)  ",0.2	,0.2	,0.4	,0.9	
Sékou Mara,",  FW  ",0.4	,0.7	,0.7	,0.9	
Sargis Adamyan,",  AM(CLR),FW  ",0.5	,0.1	,1	,1.3	
Luis Hernández,",  D(CR)  ",0.3	,0.3	,-	,0.1	
Juan Carlos Martín,",  GK  ",-	,-	,-	,-	
Dominick Drexler,",  AM(CLR)  ",0.8	,0.3	,1.2	,1.4	
Morten Thorsby,",  M(CLR)  ",0.1	,-	,0.8	,0.5	
Atakan Karazor,",  D(C),DMC  ",0.3	,0.2	,0.3	,0.4	
Florian Müller,",  GK  ",0.1	,-	,-	,-	
Jerdy Schouten,",  DMC  ",0.4	,0.5	,0.9	,1.3	
Simon Zoller,",  AM(LR),FW  ",0.5	,-	,0.3	,0.6	
Valère Germain,",  AM(CLR),FW  ",0.2	,-	,0.2	,0.6	
Andoni Gorosabel,",  D(R)  ",0.5	,0.1	,0.4	,0.5	
Remi Oudin,",  M(CLR),FW  ",0.3	,-	,0.1	,0.4	
Joan Jordán,",  M(C)  ",0.4	,0.2	,0.3	,0.5	
Alex Král,",  DMC  ",0.3	,0.3	,0.4	,0.8	
Federico Bonazzoli,",  AM(C),FW  ",0.4	,0.9	,0.7	,2.2	
Frank Onyeka,",  DMC  ",0.4	,0.1	,0.5	,0.4	
José Morales,",  D(R),M(CLR),FW  ",0.2	,0.5	,0.3	,0.8	
Iago,",  D(L),M(L)  ",0.5	,0.4	,0.6	,1.3	
Benjamin Leroy,",  GK  ",-	,-	,-	,0.1	
Wilfred Ndidi,",  D(C),DMC  ",-	,0.2	,0.4	,0.7	
Toni Villa,",  AM(CL)  ",0.3	,0.7	,0.9	,0.6	
Javier Puado,",  AM(LR),FW  ",0.6	,0.5	,0.8	,2.3	
Iddrisu Baba,",  DMC  ",0.2	,0.3	,0.5	,0.7	
Angelo Stiller,",  DMC  ",0.3	,-	,0.4	,0.3	
Pavel Kaderábek,",  D(R),M(LR)  ",0.5	,0.1	,-	,0.6	
Pascal Stenzel,",  D(CR),M(R)  ",0.2	,-	,-	,0.4	
Scott McKenna,",  D(C)  ",0.5	,0.4	,0.1	,0.1	
Kevin Kampl,",  M(CLR)  ",0.2	,0.1	,0.4	,0.5	
Rasmus Højlund,",  Forward  ",0.6	,0.3	,1	,1.9	
Luka Milivojevic,",  DMC  ",0.1	,-	,0.6	,0.2	
Borja Mayoral,",  FW  ",0.4	,0.5	,1.6	,1.4	
Davie Selke,",  FW  ",0.3	,0.1	,0.3	,0.6	
Nélson Semedo,",  D(LR),M(R)  ",0.5	,0.3	,0.5	,1.1	
Samuel Moutoussamy,",  M(CL)  ",0.5	,0.1	,0.4	,0.5	
Théo Bongonda,",  AM(LR)  ",0.2	,0.6	,0.6	,1.3	
Enzo Ebosse,",  D(C)  ",0.1	,0.2	,0.2	,0.5	
Papu Gómez,",  M(CLR),FW  ",0.6	,0.3	,0.9	,0.9	
Amadou Haidara,",  M(CLR)  ",0.3	,-	,0.5	,0.4	
Shandon Baptiste,",  AM(C)  ",0.5	,0.3	,0.4	,0.8	
Bonke Innocent,",  DMC  ",0.3	,0.2	,0.2	,0.2	
Agustín Álvarez Martínez,",  Forward  ",0.1	,0.2	,0.3	,0.8	
Milan Djuric,",  FW  ",0.4	,-	,-	,0.5	
Florian Dietz,",  Forward  ",0.4	,0.1	,0.8	,1.6	
Gumbau,",  DMC  ",1.1	,0.1	,0.2	,0.5	
Jordi Osei-Tutu,",  D(R),M(LR)  ",0.2	,0.6	,0.8	,1.5	
Alfred Duncan,",  DMC  ",0.2	,0.3	,0.6	,0.4	
Óscar Mingueza,",  D(CR)  ",0.3	,0.2	,0.4	,0.3	
Ronaldo Vieira,",  DMC  ",-	,0.1	,0.2	,0.2	
Sebastian Polter,",  AM(R),FW  ",0.4	,0.1	,0.6	,1.6	
Islam Slimani,",  FW  ",1	,0.1	,1	,2.9	
Sven Michel,",  AM(L),FW  ",0.1	,0.1	,0.2	,1	
Sebastian Rudy,",  D(R),M(CR)  ",0.4	,-	,0.2	,0.5	
Fran Beltrán,",  DMC  ",0.6	,0.3	,0.4	,1	
Iván Alejo,",  AM(R)  ",0.7	,0.3	,1.3	,1.7	
Tanguy Nianzou,",  D(C)  ",-	,0.3	,0.1	,0.1	
Federico Di Francesco,",  M(LR),FW  ",0.6	,0.3	,0.7	,1.2	
Mitchel Bakker,",  D(L),M(L)  ",0.5	,0.2	,0.5	,0.9	
Omar Mascarell,",  DMC  ",0.5	,0.3	,0.4	,0.6	
Mikkel Damsgaard,",  AM(CL)  ",0.4	,0.3	,0.1	,0.9	
Marcus Coco,",  M(LR),FW  ",0.3	,0.1	,0.6	,0.9	
Ivan Rakitic,",  M(C)  ",0.9	,-	,0.3	,0.6	
Stuart Armstrong,",  AM(CLR)  ",0.7	,0.5	,0.9	,0.9	
Jesús Navas,",  D(R),M(R)  ",0.9	,0.2	,0.2	,0.9	
Valery Fernández,",  M(L)  ",1.3	,0.4	,0.8	,1	
Thorgan Hazard,",  M(CLR),FW  ",0.8	,0.2	,-	,0.5	
Andreas Bruus,",  D(R)  ",1	,0.3	,-	,0.8	
Enzo Millot,",  Midfielder  ",0.3	,0.4	,0.5	,0.8	
Julian Jeanvier,",  D(C)  ",-	,-	,-	,0.4	
Khalil Fayad,",  Midfielder  ",0.3	,0.3	,0.6	,0.4	
Cyriel Dessers,",  FW  ",1	,0.4	,0.8	,2.4	
Ezequiel Ponce,",  AM(L),FW  ",0.3	,0.2	,1.3	,1.2	
Clément Grenier,",  M(CL)  ",0.6	,0.2	,0.2	,0.9	
Djené Dakonam,",  D(C)  ",0.1	,0.4	,0.9	,0.6	
Keidi Bare,",  DMC  ",0.2	,0.2	,0.3	,0.2	
Yves Bissouma,",  M(C)  ",0.3	,0.2	,0.4	,0.7	
Angelo Fulgini,",  AM(CLR),FW  ",0.4	,0.6	,0.5	,0.9	
Yannik Keitel,",  DMC  ",0.2	,0.3	,0.1	,0.2	
Tanguy Ndombélé,",  M(C)  ",0.5	,0.8	,0.7	,1	
Léo Leroy,",  DMC  ",0.2	,0.2	,0.4	,0.6	
Gonzalo Escalante,",  DMC  ",0.4	,0.1	,0.8	,0.8	
Andrea Petagna,",  FW  ",0.6	,0.4	,1.3	,1.9	
Armando Broja,",  FW  ",0.1	,0.5	,0.8	,1.3	
Brian Ocampo,",  M(L)  ",0.5	,0.8	,1.5	,1.2	
Emre Can,",  D(CLR),DMC  ",-	,0.1	,-	,0.7	
Neal Maupay,",  AM(C),FW  ",0.5	,0.1	,0.8	,2	
Gonçalo Paciência,",  FW  ",0.3	,0.3	,0.5	,2	
José Mari,",  DMC  ",0.5	,0.2	,0.6	,0.4	
Marvin Schwäbe,",  GK  ",-	,-	,-	,0.1	
Gauthier Hein,",  AM(R)  ",0.7	,0.4	,0.9	,0.6	
Iké Ugbo,",  FW  ",0.2	,0.2	,0.2	,0.7	
Jim Allevinah,",  AM(LR)  ",0.2	,0.7	,0.9	,1.4	
Dion Lopy,",  DMC  ",0.5	,0.5	,0.7	,1.2	
Erhan Masovic,",  D(C)  ",0.4	,0.1	,0.1	,0.2	
Pablo Sarabia,",  D(L),M(CLR),FW  ",0.8	,0.1	,0.5	,0.8	
Oliver Burke,",  AM(LR),FW  ",0.3	,0.1	,0.3	,0.9	
Christian Pulisic,",  M(CLR),FW  ",0.7	,0.4	,0.4	,1.2	
Valerio Verre,",  AM(CL),FW  ",0.7	,0.5	,0.8	,1.1	
Dyego Sousa,",  FW  ",0.5	,0.3	,0.4	,1.9	
Kieran Tierney,",  D(CL),M(L)  ",0.2	,-	,-	,0.4	
Lucas Alario,",  FW  ",0.1	,0.5	,0.6	,0.1	
Kingsley Ehizibue,",  D(R),M(R)  ",0.1	,0.2	,0.3	,0.5	
Luca Kilian,",  D(C)  ",0.2	,0.2	,0.2	,0.3	
Jon Moncayola,",  DMC  ",0.4	,0.1	,0.1	,0.6	
Liam Henderson,",  AM(C)  ",0.9	,-	,0.2	,0.8	
Matthis Abline,",  Forward  ",0.2	,-	,-	,1	
Cédric Hountondji,",  D(C)  ",0.1	,0.1	,0.1	,0.2	
Nicolò Zaniolo,",  AM(CR),FW  ",0.7	,0.8	,2.9	,3.1	
Taiwo Awoniyi,",  FW  ",0.4	,0.1	,0.7	,2	
Birger Meling,",  D(LR),DMC  ",-	,0.2	,0.1	,0.3	
Cédric Avinel,",  D(C)  ",-	,-	,-	,0.1	
Jens Stage,",  M(C)  ",0.4	,0.1	,0.2	,0.9	
Daniel Caligiuri,",  D(R),M(CLR),FW  ",0.3	,0.4	,0.3	,0.5	
Ismaël Diallo,",  D(L)  ",0.4	,0.3	,0.3	,0.9	
Achraf Dari,",  D(C)  ",0.1	,-	,0.3	,0.3	
Helibelton Palacios,",  D(R)  ",0.3	,0.4	,0.2	,0.4	
Adrien Tameze,",  M(C)  ",0.8	,0.6	,0.9	,0.8	
Kaan Ayhan,",  D(CR),DMC  ",-	,-	,0.1	,-	
Chris Wood,",  FW  ",0.1	,0.1	,0.3	,0.6	
Lilian Egloff,",  Midfielder  ",0.4	,0.2	,0.6	,0.9	
Brennan Johnson,",  AM(CLR),FW  ",0.5	,0.7	,0.5	,1.9	
Dimitri Foulquier,",  D(CLR),M(R)  ",0.2	,0.2	,-	,0.7	
Erik Botheim,",  Forward  ",0.4	,0.1	,0.4	,0.5	
Jaidon Anthony,",  AM(L)  ",0.1	,0.2	,0.5	,0.1	
Domagoj Bradaric,",  D(L),M(L)  ",0.5	,0.4	,0.3	,0.9	
Florent Ogier,",  D(C)  ",0.3	,-	,-	,0.3	
Michel Aebischer,",  AM(CR)  ",0.4	,0.1	,0.5	,0.8	
Javi Hernández,",  Defender  ",0.3	,0.1	,0.3	,0.2	
Arnaut Danjuma,",  AM(L),FW  ",0.4	,0.2	,0.7	,1.2	
Rayan Raveloson,",  DMC  ",0.3	,0.2	,0.3	,1.3	
Raúl Guti,",  DMC  ",-	,0.2	,0.9	,0.9	
Anthony Lozano,",  AM(L),FW  ",0.5	,0.8	,1.5	,2.8	
Kristoffer Askildsen,",  M(C)  ",0.4	,0.1	,0.3	,0.6	
Moussa Diarra,",  D(C)  ",0.1	,0.3	,0.2	,0.5	
Tom Cairney,",  M(CR)  ",0.5	,0.3	,0.3	,0.7	
Kingsley Schindler,",  D(R),M(R),FW  ",0.3	,0.1	,0.5	,1.2	
Radamel Falcao,",  FW  ",0.1	,0.2	,0.6	,1.1	
Rafael Borré,",  FW  ",0.4	,0.5	,0.4	,1.5	
Vasilios Lampropoulos,",  D(C)  ",-	,-	,0.1	,0.2	
Luca Pfeiffer,",  FW  ",0.7	,0.1	,0.3	,0.9	
Sergi Guardiola,",  FW  ",0.2	,-	,0.2	,1.3	
Carles Pérez,",  AM(CR),FW  ",0.5	,0.4	,0.8	,1.5	
Lorenzo De Silvestri,",  D(R),M(R)  ",0.4	,0.2	,0.4	,0.4	
Ibrahima Koné,",  FW  ",0.1	,0.1	,0.4	,0.9	
M'Baye Niang,",  AM(LR),FW  ",-	,0.2	,1	,2.4	
Pietro Pellegri,",  FW  ",0.4	,0.1	,1.4	,1.5	
Toma Basic,",  M(C)  ",0.5	,-	,0.3	,0.5	
Ondrej Duda,",  AM(C),FW  ",0.6	,0.6	,1	,1.2	
Robin Gosens,",  D(L),M(CL)  ",0.3	,0.2	,-	,0.3	
Tommaso Augello,",  D(L)  ",0.7	,0.3	,0.2	,0.7	
Yayah Kallon,",  Forward  ",0.6	,0.3	,0.8	,1.3	
Lucas Pérez,",  AM(CR),FW  ",0.2	,0.2	,0.5	,0.8	
Benjamin Lecomte,",  GK  ",0.1	,-	,-	,-	
Jean-Philippe Mateta,",  FW  ",0.4	,0.2	,0.4	,0.9	
Hugo Duro,",  AM(L),FW  ",0.4	,0.1	,0.5	,1	
Mattia Destro,",  FW  ",0.4	,0.2	,0.5	,1.2	
Rodrigo Battaglia,",  M(C)  ",-	,-	,0.5	,0.4	
Antonio Sánchez,",  AM(CR)  ",0.1	,0.6	,1	,1.3	
Rubén Alcaraz,",  DMC  ",0.6	,0.1	,0.9	,1.4	
Abdou Harroui,",  DMC,M(R)  ",0.1	,0.2	,0.5	,0.3	
Eddie Nketiah,",  FW  ",0.3	,0.4	,0.2	,0.7	
Kelechi Iheanacho,",  AM(C),FW  ",0.8	,0.2	,0.9	,0.9	
Christian Gytkjær,",  FW  ",0.2	,0.1	,0.5	,0.6	
Ryan Gravenberch,",  DMC  ",0.2	,0.2	,0.5	,0.8	
Giacomo Quagliata,",  D(L)  ",0.4	,0.3	,0.3	,0.5	
Kevin Lasagna,",  AM(CL),FW  ",0.5	,0.5	,1.5	,2.5	
Jesse Lingard,",  AM(CLR),FW  ",0.8	,0.2	,0.7	,1.1	
Arne Maier,",  M(C)  ",0.6	,0.4	,1	,1.2	
Dimitrios Nikolaou,",  D(C)  ",0.3	,0.1	,0.3	,0.4	
Jacob Bruun Larsen,",  AM(CL),FW  ",0.5	,0.2	,0.5	,0.8	
Shon Weissman,",  FW  ",0.3	,0.2	,0.4	,1.7	
Aleix Vidal,",  D(R),M(LR)  ",0.4	,0.1	,0.7	,0.1	
Silvère Ganvoula,",  FW  ",0.4	,0.1	,-	,0.2	
Ibrahima Diallo,",  DMC  ",0.1	,0.6	,0.7	,1.2	
Daniel Ciofani,",  FW  ",0.2	,-	,0.4	,0.8	
Nicolás Melamed,",  AM(L)  ",0.2	,0.6	,-	,0.8	
Jordan Larsson,",  AM(CR),FW  ",0.3	,0.4	,0.6	,0.4	
Tete Morente,",  AM(CLR)  ",0.4	,0.5	,0.5	,1.5	
Igor Julio,",  D(C),M(L)  ",0.1	,0.1	,0.6	,0.2	
Emmanuel Dennis,",  M(LR),FW  ",0.4	,0.2	,1.4	,1.9	
Ismail Jakobs,",  D(L),M(L)  ",0.1	,-	,0.2	,0.3	
Sada Thioub,",  M(LR)  ",0.5	,0.1	,0.7	,0.6	
Tariq Lamptey,",  D(R),M(R)  ",0.2	,0.5	,0.1	,1	
Emmanuel Gyasi,",  M(LR),FW  ",0.6	,0.2	,1.2	,1.8	
Youssouf M'Changama,",  M(C)  ",0.5	,0.5	,0.3	,0.5	
Mohamed Bayo,",  FW  ",0.6	,0.2	,0.3	,1.1	
Youssef En-Nesyri,",  FW  ",0.1	,0.1	,0.1	,1.1	
Rémy Dugimont,",  Forward  ",0.3	,-	,0.1	,0.2	
Francesco Caputo,",  FW  ",0.6	,0.2	,0.9	,1.4	
Matteo Cancellieri,",  Forward  ",0.2	,0.2	,0.1	,0.7	
Salvi Sánchez,",  AM(R)  ",0.2	,0.2	,0.4	,0.3	
Hwang Hee-Chan,",  AM(CLR),FW  ",0.2	,0.4	,0.6	,1.3	
Abdallah Sima,",  AM(R),FW  ",0.5	,0.1	,0.5	,1.6	
Joe Gelhardt,",  FW  ",0.1	,0.1	,0.5	,0.8	
Fede San Emeterio,",  DMC  ",0.1	,0.1	,0.2	,0.4	
Jaime Seoane,",  M(C)  ",0.4	,0.1	,0.3	,0.2	
Billal Brahimi,",  Forward  ",0.5	,0.3	,1	,1.5	
Mateusz Klich,",  M(C)  ",0.5	,0.1	,0.1	,0.6	
Andrea Belotti,",  FW  ",0.5	,0.2	,0.3	,1.1	
Raoul Bellanova,",  M(R)  ",-	,0.1	,0.1	,0.2	
Kristijan Bistrovic,",  DMC  ",0.5	,-	,0.5	,0.3	
Manolo Gabbiadini,",  AM(CLR),FW  ",0.4	,-	,0.8	,1.4	
Domingos Quina,",  M(CL)  ",0.3	,0.3	,1.1	,0.7	
Kenan Karaman,",  AM(CLR),FW  ",0.2	,0.1	,1.6	,1.4	
Josan,",  D(R),M(R)  ",0.3	,0.3	,1.3	,0.9	
Willian José,",  FW  ",0.3	,-	,0.5	,0.5	
Sébastien Corchia,",  D(R),M(R)  ",0.2	,-	,0.2	,0.7	
Florent Mollet,",  AM(CLR)  ",0.4	,0.2	,0.9	,1.2	
Patrick Bamford,",  AM(CLR),FW  ",0.4	,0.2	,0.5	,1.5	
Kevin Spadanuda,",  M(L)  ",0.3	,0.6	,0.4	,1.4	
Batista Mendy,",  D(C),DMC  ",0.3	,0.3	,0.5	,0.8	
Nils Petersen,",  FW  ",0.1	,-	,0.2	,0.8	
Patrick Osterhage,",  M(C)  ",0.3	,0.2	,0.3	,1.1	
Danny Latza,",  M(C)  ",-	,0.1	,0.3	,0.1	
Enzo Roco,",  D(C)  ",-	,0.2	,-	,0.5	
Albin Ekdal,",  M(C)  ",0.3	,0.2	,0.4	,1.1	
Ado Onaiwu,",  Forward  ",0.3	,0.1	,0.3	,0.6	
Francisco Portillo,",  M(CLR)  ",0.1	,0.1	,0.3	,0.5	
Gonzalo Villar,",  DMC  ",-	,0.1	,0.3	,0.6	
Delano Burgzorg,",  AM(L)  ",0.1	,0.5	,0.6	,1.3	
